right_shoulderx,right_shouldery,right_shoulderz,right_elbowx,right_elbowy,right_elbowz,right_wristx,right_wristy,right_wristz,right_palmx,right_palmy,right_palmz,neckx,necky,neckz,headx,heady,headz,torsox,torsoy,torsoz,left_shoulderx,left_shouldery,left_shoulderz,left_elbowx,left_elbowy,left_elbowz,left_wristx,left_wristy,left_wristz,left_palmx,left_palmy,left_palmz
0.1491,0.49393,1.3681,0.03390000000000004,0.40378000000000003,1.03921,0.005900000000000016,0.22182999999999997,0.85288,-0.019500000000000073,0.17023,0.86063,0.3491,0.49393,1.3681,0.3491,0.49393,1.5181,0.3491,0.49393,0.7681000000000001,0.5491,0.49393,1.3681,0.5491,0.49393,1.0681,0.5491,0.49393,0.7681,0.5491,0.49393,0.6681
0.14589999999999992,0.48736,1.3647,0.030200000000000005,0.3943,1.03617,0.0019000000000000128,0.21143,0.8503499999999999,-0.0233000000000001,0.15954000000000002,0.8585699999999999,0.34589999999999993,0.48736,1.3647,0.34589999999999993,0.48736,1.5147,0.34589999999999993,0.48736,0.7647,0.5458999999999999,0.48736,1.3647,0.5458999999999999,0.48736,1.0647,0.5458999999999999,0.48736,0.7646999999999999,0.5458999999999999,0.48736,0.6647
0.14270000000000005,0.48092999999999997,1.3613000000000002,0.026499999999999968,0.385,1.03321,-0.0020000000000000018,0.20121999999999995,0.8479,-0.027099999999999902,0.14903999999999995,0.85659,0.34270000000000006,0.48092999999999997,1.3613000000000002,0.34270000000000006,0.48092999999999997,1.5113,0.34270000000000006,0.48092999999999997,0.7613000000000002,0.5427000000000001,0.48092999999999997,1.3613000000000002,0.5427000000000001,0.48092999999999997,1.0613000000000001,0.5427000000000001,0.48092999999999997,0.7613000000000001,0.5427000000000001,0.48092999999999997,0.6613000000000001
0.13959999999999995,0.47463999999999995,1.3581,0.02289999999999992,0.37590999999999997,1.03031,-0.005800000000000027,0.19123,0.84548,-0.030899999999999928,0.13876,0.85465,0.33959999999999996,0.47463999999999995,1.3581,0.33959999999999996,0.47463999999999995,1.5081,0.33959999999999996,0.47463999999999995,0.7581000000000001,0.5396,0.47463999999999995,1.3581,0.5396,0.47463999999999995,1.0581,0.5396,0.47463999999999995,0.7581,0.5396,0.47463999999999995,0.6581
0.13650000000000007,0.46848,1.3549,0.019400000000000084,0.367,1.02747,-0.009500000000000064,0.18145,0.84311,-0.034499999999999975,0.12871,0.8527399999999999,0.3365000000000001,0.46848,1.3549,0.3365000000000001,0.46848,1.5049,0.3365000000000001,0.46848,0.7549,0.5365000000000001,0.46848,1.3549,0.5365000000000001,0.46848,1.0549,0.5365000000000001,0.46848,0.7548999999999999,0.5365000000000001,0.46848,0.6548999999999999
0.13359999999999994,0.46243999999999996,1.3517000000000001,0.015900000000000025,0.35828000000000004,1.02467,-0.0132000000000001,0.17189,0.84076,-0.038000000000000034,0.11887999999999999,0.85085,0.33359999999999995,0.46243999999999996,1.3517000000000001,0.33359999999999995,0.46243999999999996,1.5017,0.33359999999999995,0.46243999999999996,0.7517000000000001,0.5336,0.46243999999999996,1.3517000000000001,0.5336,0.46243999999999996,1.0517,0.5336,0.46243999999999996,0.7517,0.5336,0.46243999999999996,0.6517000000000001
0.13060000000000005,0.45653,1.3487,0.012599999999999945,0.34974000000000005,1.02193,-0.016799999999999926,0.16252999999999995,0.83846,-0.04150000000000009,0.10926000000000002,0.84898,0.33060000000000006,0.45653,1.3487,0.33060000000000006,0.45653,1.4987,0.33060000000000006,0.45653,0.7487,0.5306000000000001,0.45653,1.3487,0.5306000000000001,0.45653,1.0487,0.5306000000000001,0.45653,0.7486999999999999,0.5306000000000001,0.45653,0.6486999999999999
0.1277999999999999,0.45072999999999996,1.3456000000000001,0.009300000000000086,0.34138,1.01924,-0.020199999999999996,0.15337,0.83619,-0.04489999999999994,0.09985,0.84715,0.3277999999999999,0.45072999999999996,1.3456000000000001,0.3277999999999999,0.45072999999999996,1.4956,0.3277999999999999,0.45072999999999996,0.7456000000000002,0.5277999999999999,0.45072999999999996,1.3456000000000001,0.5277999999999999,0.45072999999999996,1.0456,0.5277999999999999,0.45072999999999996,0.7456,0.5277999999999999,0.45072999999999996,0.6456000000000001
0.125,0.44504,1.3427,0.006099999999999994,0.33319,1.0166,-0.023700000000000054,0.14441000000000004,0.83395,-0.04820000000000002,0.09062999999999999,0.84533,0.325,0.44504,1.3427,0.325,0.44504,1.4927,0.325,0.44504,0.7427,0.525,0.44504,1.3427,0.525,0.44504,1.0427,0.525,0.44504,0.7426999999999999,0.525,0.44504,0.6426999999999999
0.12220000000000009,0.43947,1.3398,0.0028999999999999027,0.32515000000000005,1.014,-0.026999999999999913,0.13561999999999996,0.8317399999999999,-0.05139999999999989,0.0816,0.84355,0.3222000000000001,0.43947,1.3398,0.3222000000000001,0.43947,1.4898,0.3222000000000001,0.43947,0.7398000000000001,0.5222000000000001,0.43947,1.3398,0.5222000000000001,0.43947,1.0398,0.5222000000000001,0.43947,0.7398,0.5222000000000001,0.43947,0.6398
