0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0014039,0.0029565,0.00072968,0.0029565,0.0095178,0.0025056,0.00072968,0.0025056,0.0014814,0.0017487,0.0037998,0.00046051,0.0037998,0.011427,0.0018142,0.00046051,0.0018142,0.0014188,0.0017836,0.0039482,0.00034937,0.0039482,0.011958,0.0011973,0.00034937,0.0011973,0.0014763,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053,0.0016272,0.00212,0.00064901,0.00212,0.0048331,0.0017386,0.00064901,0.0017386,0.003053
0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0013749,0.0028901,0.00071431,0.0028901,0.0093096,0.0024526,0.00071431,0.0024526,0.0014536,0.0017109,0.0037154,0.00044954,0.0037154,0.011173,0.0017761,0.00044954,0.0017761,0.001396,0.0017443,0.0038597,0.00034188,0.0038597,0.011692,0.0011729,0.00034188,0.0011729,0.00145,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029,0.0016054,0.0020745,0.00063209,0.0020745,0.0047432,0.0017143,0.00063209,0.0017143,0.0030029
0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0013459,0.0028238,0.00069899,0.0028238,0.0091019,0.0023997,0.00069899,0.0023997,0.001426,0.0016732,0.0036312,0.00043858,0.0036312,0.01092,0.001738,0.00043858,0.001738,0.0013734,0.0017051,0.0037715,0.00033442,0.0037715,0.011427,0.0011487,0.00033442,0.0011487,0.0014238,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533,0.0015839,0.0020291,0.00061517,0.0020291,0.0046537,0.0016902,0.00061517,0.0016902,0.0029533
0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0013177,0.0027591,0.00068405,0.0027591,0.0088991,0.0023482,0.00068405,0.0023482,0.0013992,0.0016364,0.0035489,0.00042785,0.0035489,0.010673,0.0017009,0.00042785,0.0017009,0.0013516,0.0016668,0.0036852,0.00032714,0.0036852,0.011168,0.001125,0.00032714,0.001125,0.0013984,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053,0.0015633,0.0019848,0.00059856,0.0019848,0.0045668,0.0016672,0.00059856,0.0016672,0.0029053
0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0012905,0.0026963,0.00066959,0.0026963,0.0087026,0.0022983,0.00066959,0.0022983,0.0013734,0.0016008,0.0034691,0.00041742,0.0034691,0.010433,0.001665,0.00041742,0.001665,0.0013307,0.0016297,0.0036016,0.00032009,0.0036016,0.010917,0.0011022,0.00032009,0.0011022,0.0013741,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595,0.0015439,0.0019419,0.00058237,0.0019419,0.0044833,0.0016453,0.00058237,0.0016453,0.0028595
0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0012642,0.0026356,0.00065566,0.0026356,0.008513,0.0022503,0.00065566,0.0022503,0.0013487,0.0015664,0.0033921,0.00040732,0.0033921,0.010202,0.0016304,0.00040732,0.0016304,0.0013109,0.0015939,0.0035208,0.0003133,0.0035208,0.010674,0.0010802,0.0003133,0.0010802,0.0013508,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158,0.0015256,0.0019005,0.00056665,0.0019005,0.0044031,0.0016247,0.00056665,0.0016247,0.0028158
0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.001239,0.0025772,0.00064227,0.0025772,0.0083305,0.0022041,0.00064227,0.0022041,0.0013251,0.0015333,0.0033179,0.00039758,0.0033179,0.0099787,0.0015972,0.00039758,0.0015972,0.0012921,0.0015594,0.0034429,0.00030676,0.0034429,0.010441,0.0010591,0.00030676,0.0010591,0.0013286,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743,0.0015085,0.0018607,0.00055143,0.0018607,0.0043266,0.0016054,0.00055143,0.0016054,0.0027743
0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0012149,0.0025211,0.00062946,0.0025211,0.0081556,0.0021598,0.00062946,0.0021598,0.0013026,0.0015016,0.0032468,0.0003882,0.0032468,0.009765,0.0015654,0.0003882,0.0015654,0.0012743,0.0015263,0.0033683,0.0003005,0.0033683,0.010217,0.0010389,0.0003005,0.0010389,0.0013075,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351,0.0014926,0.0018226,0.00053675,0.0018226,0.0042537,0.0015873,0.00053675,0.0015873,0.0027351
0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0011919,0.0024674,0.00061723,0.0024674,0.0079884,0.0021176,0.00061723,0.0021176,0.0012812,0.0014714,0.0031788,0.00037922,0.0031788,0.0095606,0.001535,0.00037922,0.001535,0.0012576,0.0014947,0.0032969,0.00029453,0.0032969,0.010003,0.0010197,0.00029453,0.0010197,0.0012875,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982,0.0014778,0.0017862,0.00052264,0.0017862,0.0041845,0.0015704,0.00052264,0.0015704,0.0026982
0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0011701,0.0024163,0.00060561,0.0024163,0.0078293,0.0020775,0.00060561,0.0020775,0.001261,0.0014426,0.003114,0.00037064,0.003114,0.0093659,0.0015062,0.00037064,0.0015062,0.0012419,0.0014646,0.0032288,0.00028884,0.0032288,0.009799,0.0010015,0.00028884,0.0010015,0.0012687,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635,0.0014641,0.0017516,0.00050912,0.0017516,0.0041192,0.0015547,0.00050912,0.0015547,0.0026635
0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0011494,0.0023678,0.0005946,0.0023678,0.0076783,0.0020395,0.0005946,0.0020395,0.0012419,0.0014153,0.0030524,0.00036248,0.0030524,0.0091811,0.0014788,0.00036248,0.0014788,0.0012273,0.0014361,0.0031642,0.00028345,0.0031642,0.0096055,0.00098424,0.00028345,0.00098424,0.001251,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311,0.0014514,0.0017188,0.00049623,0.0017188,0.0040576,0.0015402,0.00049623,0.0015402,0.0026311
